Video ID,Comment ID,Comment Link,Commenter Name,Commenter ID,Comment,Likes,Cleaned_Comment,Sentiment
sB7fSPbYFJg,UgwHJU2wfwUeaNvwYmt4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwHJU2wfwUeaNvwYmt4AaABAg,@AriWaludi,UCwvJ-p8NV5Q03GaxsvaDfqA,"Sesungguhnya mata uang kertas ,tidak memiliki nilai intrinsik.",0,sesungguhnya mata uang kertas tidak memiliki nilai intrinsik,Neutral
sB7fSPbYFJg,Ugy9Rv66h2SnltYXk414AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugy9Rv66h2SnltYXk414AaABAg,@danzalfatir8819,UCcMKAcV-p7Kl2UW4DUo0l5Q,"Kuat nya dikit dikit,, ehhh lemah nya langsung ke 15 rbu,, enak ya maen maen uang,, udah disuntik dana trus ditarik lagi hadeuhhh permainan amerika aja nih",0,kuat nya dikit dikit ehhh lemah nya langsung ke rbu enak ya maen maen uang udah disuntik dana trus ditarik lagi hadeuhhh permainan amerika saja nih,Neutral
sB7fSPbYFJg,UgzNFXhR1-NKqXao0b14AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzNFXhR1-NKqXao0b14AaABAg,@fan_aj,UC9PzJ4qkjSB9bq_NyzH9CMg,2021,0,,Neutral
sB7fSPbYFJg,UgxrXadGkFLC-DpPvyh4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxrXadGkFLC-DpPvyh4AaABAg,@muhammadrafeli1268,UCzntPCv5zMMNxyhAGQHt7hA,Sekarang 2021,1,sekarang,Neutral
sB7fSPbYFJg,UgzZdZ0Zm61ETL3RX0N4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzZdZ0Zm61ETL3RX0N4AaABAg,@faiz3059,UCWtqDr6t1orocrK-cnsF9uQ,Maap telat 5 tahun,0,maap telat tahun,Neutral
sB7fSPbYFJg,UgwzpA91qFDTiJnv7eV4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwzpA91qFDTiJnv7eV4AaABAg,@xxxx-ky4pl,UC3dGfO-aygiIvVRDWjr_Z7w,"ganti aja pake dinar dirham biar gak  melemah, keliatan kan sekarang kalo uang kertas gak ada nilainya",0,ganti saja pake dinar dirham biar tidak melemah keliatan kan sekarang kalo uang kertas tidak ada nilainya,Positive
sB7fSPbYFJg,UgzB8tCdhK7N7J7MoSh4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzB8tCdhK7N7J7MoSh4AaABAg,@Rayylf,UCoNAIO_UwEvTis_AZ_HsptA,telat 5 tahun,0,telat tahun,Neutral
sB7fSPbYFJg,UgwfaE6-VczUeWRZBSx4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwfaE6-VczUeWRZBSx4AaABAg,@rachmadnaufal4953,UC4PvetSg87iDCqm8x_5_9ww,Hai,0,hai,Neutral
sB7fSPbYFJg,UgwsifsqXirPlX6_Uhx4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwsifsqXirPlX6_Uhx4AaABAg,@asdivalen4950,UCLxTB9B2C2nlQz9HnzHEDrA,2015 gue pinter woi,0,gue pinter woi,Neutral
sB7fSPbYFJg,UgxXwra3LOnfre_eLqZ4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxXwra3LOnfre_eLqZ4AaABAg,@TongBarG,UCGrjSPoECLzJdnGRiEycJjg,Salam 2021 Bang 😁,0,salam bang,Neutral
sB7fSPbYFJg,UgxHNsno4wYOZVUKNUR4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxHNsno4wYOZVUKNUR4AaABAg,@putramahkota4222,UCjhsjuBF4lt_58B4hDmgDyA,Intinya jgn bnyk brng import justru kt hrs brsaha agar bnyk export agar nilai rupiah mengkuat,0,intinya jgn bnyk brng import justru kt hrs brsaha agar bnyk export agar nilai rupiah mengkuat,Neutral
sB7fSPbYFJg,UgySWTx43d8KYPoucih4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgySWTx43d8KYPoucih4AaABAg,@LuckyRachmat,UCR1B2XX6glvk4NKOKtiYqcw,Saya berharap di 2022 mata uang rp meningkat :),2,saya berharap di mata uang rp meningkat,Neutral
sB7fSPbYFJg,Ugx9xpkkOFJB0tSrKe94AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugx9xpkkOFJB0tSrKe94AaABAg,@mochamadimannurzen,UCd3Hz-nsIewgLCFsmmwdrWw,"Sekarang udah 8 01 2021<br>Yg katanya wa ada kebijakan baru, eh ternyata boonk",0,sekarang udah yang katanya wa ada kebijakan baru eh ternyata boonk,Neutral
sB7fSPbYFJg,UgxzPJhniiMgpQBVJZ14AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxzPJhniiMgpQBVJZ14AaABAg,@siliwangitv3140,UCU8ql8OWOqvLu_eDE0eJGLQ,Semoga cepat kembali emas dan perak sebagai alat tukar semua barang,0,semoga cepat kembali emas dan perak sebagai alat tukar semua barang,Positive
sB7fSPbYFJg,UgznDdGlt0z1ED6xAZJ4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgznDdGlt0z1ED6xAZJ4AaABAg,@bungdedd,UC9F328eG4jHUrX-1Y299x0w,Subscribe My YouTube Channel<br>Subscribe Channel Saya Teman,0,subscribe my youtube channel subscribe channel saya teman,Neutral
sB7fSPbYFJg,UgwWAea7ZlA-RM7WsTt4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwWAea7ZlA-RM7WsTt4AaABAg,@dunno9412,UCYx4NFwPevxpqqPOQpyU2Ew,"Sekarang 04-01-2021<br>Rp. 13.875,00 per-U$D",10,sekarang rp per u d,Neutral
sB7fSPbYFJg,UgxNxlalo6hlGDtMMBx4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxNxlalo6hlGDtMMBx4AaABAg,@arisandiricky7152,UCt5_VCwDZL30OuJsr-NI9Rw,Ini ibarat bicara sama orang orang bodoh,0,ini ibarat bicara sama orang orang bodoh,Negative
sB7fSPbYFJg,Ugw_xHNFGYMSHigB83p4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugw_xHNFGYMSHigB83p4AaABAg,@achyarrgt5011,UCgS5qUZSACjRNhLHKa3mfdw,telat 5 tahun,0,telat tahun,Neutral
sB7fSPbYFJg,Ugy9svRuLJn6QyOnhSJ4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugy9svRuLJn6QyOnhSJ4AaABAg,@kiyo_chann,UCEmKC8S20LFNIhjeFodLevA,nice 5 Years ago,0,nice years ago,Neutral
sB7fSPbYFJg,UgxYyZFRYNpRk6xiuMR4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxYyZFRYNpRk6xiuMR4AaABAg,@thanosxd8571,UCiA2AkyZSq0MYX4j7cQqgKw,😂,0,,Neutral
sB7fSPbYFJg,UgxcNgvFbQSTSkziQX14AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxcNgvFbQSTSkziQX14AaABAg,@sierraapples8099,UCJkbE8IgxE9dwEftsOPgLZA,Dan rupiah bakalan 14 ribu an sampe selamanya kalo gini terus,0,dan rupiah bakalan ribu an sampe selamanya kalo gini terus,Neutral
sB7fSPbYFJg,Ugzst2yPuAUQYMK9sYd4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugzst2yPuAUQYMK9sYd4AaABAg,@abdulfattaah6242,UCpeMNtv2NpcZ4J3fO_Kaa_A,Sekarang 15.000rp dollarnya,0,sekarang rp dollarnya,Neutral
sB7fSPbYFJg,Ugwt7f-Qs1RMpZEx2dd4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugwt7f-Qs1RMpZEx2dd4AaABAg,@dzakybuhairilmaarifsemma3536,UCeYKhG_4R1y1KbQYaqeiNVw,Hmmm 5 tahun yang lalu,0,hmmm tahun yang lalu,Neutral
sB7fSPbYFJg,Ugzg92xN7AP8jmhOidV4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugzg92xN7AP8jmhOidV4AaABAg,@farreljuanmanalif,UCUk3SC2poSVCYILMuLtVAVw,Bang napa harus bakso kan kasian disebut mulu,0,bang napa harus bakso kan kasian disebut mulu,Neutral
sB7fSPbYFJg,Ugwz5cCDv0x93nqvMKl4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugwz5cCDv0x93nqvMKl4AaABAg,@khalilsday,UCfN_7RGfMfHetIdzOHu5YeQ,Dubbing nya aneh ya jaman dulu,0,dubbing nya aneh ya jaman dulu,Neutral
sB7fSPbYFJg,Ugx2GwNF2_aTOis_XVd4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugx2GwNF2_aTOis_XVd4AaABAg,@hanisitsobarna4897,UCSPumE87Md4qz3qsmVtQkGg,"euro, euro.....",0,euro euro,Neutral
sB7fSPbYFJg,UgxKUmttm-EukFZ3NOp4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxKUmttm-EukFZ3NOp4AaABAg,@a2_remandadheva339,UCgLoFk9ZE53yDzP-2h-G-NA,Sapa yg baru nonton skrng 2020😂,5,sapa yang baru nonton skrng,Neutral
sB7fSPbYFJg,Ugyt0_RQ3XoCQQ_PvtR4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugyt0_RQ3XoCQQ_PvtR4AaABAg,@aldodarmo4557,UCkdtwu1wwuLoMwyIFtaenAg,Eh ada otak gak?,0,eh ada otak tidak,Neutral
sB7fSPbYFJg,Ugwr-z58GFRa8Wl6uUt4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugwr-z58GFRa8Wl6uUt4AaABAg,@khalilakhansaa,UCWne5hGfhaSBfPEXWxWeTPg,Kenapa nilai mata uang diseluruh negara ga disamain aja?,1,kenapa nilai mata uang diseluruh negara tidak disamain saja,Neutral
sB7fSPbYFJg,UgzZEBZLqlCHg5H7B3t4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzZEBZLqlCHg5H7B3t4AaABAg,@christofertaslim426,UCpuc7q2soVQ8K5VWklQhxUg,waktunya berdakwah di GRUP WA KELUARGA!!,1,waktunya berdakwah di grup wa keluarga,Neutral
sB7fSPbYFJg,UgzlWk4RLW_x4WrUJjR4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzlWk4RLW_x4WrUJjR4AaABAg,@lasimanaja8196,UC3kP_kDv0JxNiRIo-1srzpg,"Yg membuat rupiah melemah itu sebenarnya adalah inflasi, dan para pemakan riba",0,yang membuat rupiah melemah itu sebenarnya adalah inflasi dan para pemakan riba,Negative
sB7fSPbYFJg,Ugx2cZi4Zho7aigR9zp4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugx2cZi4Zho7aigR9zp4AaABAg,@rekayasa128,UCyJ-xk73w1sAk2QHHE50yeA,amerika memang jahat cara mereka tekan negara2 asia,1,amerika memang jahat cara mereka tekan negara asia,Neutral
sB7fSPbYFJg,Ugw-qJ_4wNJACkMYvrx4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugw-qJ_4wNJACkMYvrx4AaABAg,@nurcholisdorolonda1236,UCHtYqAzFH2mY6dV9Rwpbq8w,"Karena impor nya lebih besar dari ekspor,dan hutang luar negeri yang besar",1,karena impor nya lebih besar dari ekspor dan hutang luar negeri yang besar,Neutral
sB7fSPbYFJg,UgxyCPpMXEm9TvuosTN4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxyCPpMXEm9TvuosTN4AaABAg,@dinapuspitasari4111,UCVr-ORbgMrbbBiwzLmZNXWw,Animasi nya keren banget,0,animasi nya keren banget,Positive
sB7fSPbYFJg,UgwoExPzLYnugQMtRiN4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwoExPzLYnugQMtRiN4AaABAg,@alfinandriansyah7608,UCcjWTjLek-j7pkbpOnY72vg,"Impor aj terus<br>Padahal produk2 lokal juga banyak yg bagus2 &amp; harganya lebih murah<br><br>Sampai sembako aj impor, padahal Indonesia Negara Agraria terbesar<br><br>LOL",1,impor aj terus padahal produk lokal juga banyak yang bagus harganya lebih murah sampai sembako aj impor padahal indonesia negara agraria terbesar lol,Positive
sB7fSPbYFJg,UgxlPglp5iCWGsERJbZ4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxlPglp5iCWGsERJbZ4AaABAg,@mrzz-hf7tt,UC4rA98RIjRuFbrpivV0Jovw,"riba, uang kertas",0,riba uang kertas,Neutral
sB7fSPbYFJg,Ugy6RH2EhCxW2e1QJdB4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugy6RH2EhCxW2e1QJdB4AaABAg,@enricosurya6610,UCrrxeG2lzlt0mhvswTTVgOA,Dan bukannya naikin devisa negara malah travel ke negara lain + beli barang impor&#39; DASAR,0,dan bukannya naikin devisa negara malah travel ke negara lain beli barang impor dasar,Neutral
sB7fSPbYFJg,Ugx4h8ft1qEQ-yU_6qZ4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugx4h8ft1qEQ-yU_6qZ4AaABAg,@prastio9427,UCACboaBu9mc5FHH3owof7Ww,Nol nya banyak,0,nol nya banyak,Neutral
sB7fSPbYFJg,UgxB2vl5TXFK2BvjZP54AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxB2vl5TXFK2BvjZP54AaABAg,@sinyancat2431,UCq9VX1BnLyJxlF7K6jfDcWg,Min mau tanya: apa yg terjadi kalau harga 1000 rupiah setara dgn 1 dolar,2,min mau tanya apa yang terjadi kalau harga rupiah setara dengan dolar,Neutral
sB7fSPbYFJg,UgwF1DAKbL--BaTEumx4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwF1DAKbL--BaTEumx4AaABAg,@r.t.y1176,UCzuT8urd4XS8YhdCU6YCBbA,"Stop impor barang yang ada di indonesia , kalo barang yang gak ada di indonesia nah baru boleh di impor",2,stop impor barang yang ada di indonesia kalo barang yang tidak ada di indonesia nah baru boleh di impor,Neutral
sB7fSPbYFJg,UgwUugvskq829_ans_d4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwUugvskq829_ans_d4AaABAg,@grimreaper7659,UCiBYR1fSwhy03vo1P6nAstw,Ini Channel setiap Vidio pasti muncul bakso wkwkwk,0,ini channel setiap vidio pasti muncul bakso wkwkwk,Neutral
sB7fSPbYFJg,UgyIxf0gvGoaZ1rhrhl4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgyIxf0gvGoaZ1rhrhl4AaABAg,@ardikusuma1367,UCLFzeFKj6m9I-97kVRfRMbA,2020 like,1,like,Neutral
sB7fSPbYFJg,Ugw3nzHWwcgxH_1mYEh4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugw3nzHWwcgxH_1mYEh4AaABAg,@lightyanagami126,UCO3xLIdjSdd1qm_68O9k2Iw,Dolar kalah oleh dinar emas,0,dolar kalah oleh dinar emas,Neutral
sB7fSPbYFJg,UgzY7Heug6GlhjXGft14AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzY7Heug6GlhjXGft14AaABAg,@afrizalalhafizh2.6v18,UC-CT3y5LgSMvH8uEfdyPbBg,Di masa depan semoga Indonesia menjadi negara mandiri mampu hidup sendiri tanpa impor... Tapi mengexplor ke negara lain... Aamiin,70,di masa depan semoga indonesia menjadi negara mandiri mampu hidup sendiri tanpa impor tapi mengexplor ke negara lain aamiin,Positive
sB7fSPbYFJg,UgxTMTGVh-rlAOVuh1N4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxTMTGVh-rlAOVuh1N4AaABAg,@muhammadwahyu2210,UC6Pm_BLKmOnMNtCkjfBuwEg,36: wkwkwkwk amerikang,1,wkwkwkwk amerikang,Neutral
sB7fSPbYFJg,UgxRz5VE1hJMgJ3i-_Z4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxRz5VE1hJMgJ3i-_Z4AaABAg,@wowk3835,UCLa5bTFlHijXJywO3ENRIkg,Kenapa Amerika serikat menjadi negara adidaya?<br>Kenapa semua &#39;bergantung&#39; pada kuat lemahnya mata uang dolar?,1,kenapa amerika serikat menjadi negara adidaya kenapa semua bergantung pada kuat lemahnya mata uang dolar,Neutral
sB7fSPbYFJg,UgwKnW5dYSG-R4NgXZp4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwKnW5dYSG-R4NgXZp4AaABAg,@riko-ico,UC_xsB_3w6dxuUBnQhq8I3wQ,Oleh sebab itu amerika adalah negara yang sangat licik,1,oleh sebab itu amerika adalah negara yang sangat licik,Neutral
sB7fSPbYFJg,UgzPHbWhTT_tr1-BT054AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzPHbWhTT_tr1-BT054AaABAg,@imeldajokowidodo1413,UC1qpGvlEGMFTUa7I1QdLQwA,Masih berkelana mencari sang mang bakso :v,0,masih berkelana mencari sang mang bakso v,Neutral
sB7fSPbYFJg,UgzgEz6NriquhPpNUlR4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzgEz6NriquhPpNUlR4AaABAg,@vorzezero6651,UCrE5JKm0h7u4Ok9oiR_AkHA,Presiden terkorup siapa hayo???,0,presiden terkorup siapa hayo,Neutral
sB7fSPbYFJg,UgzFLAPTEEajDYQFOFV4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzFLAPTEEajDYQFOFV4AaABAg,@perserikatanbangsa-bangsa4031,UCQCdeHmRGF2chiombccDaew,Pantesan rokok tambah mahal,0,pantesan rokok tambah mahal,Neutral
sB7fSPbYFJg,Ugyj_4xGoY1_etdWFC94AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugyj_4xGoY1_etdWFC94AaABAg,@rizalix9,UCfkTj4XmtKVTo7gfrbQr9BA,"Neraca, gdp, tingkat pengangguran, geopolitik itu yg gw tau sih yg bikin gerak harga duit",0,neraca gdp tingkat pengangguran geopolitik itu yang gw tau sih yang bikin gerak harga duit,Neutral
sB7fSPbYFJg,UgyhjKcI3Ob0YGj7HP14AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgyhjKcI3Ob0YGj7HP14AaABAg,@bagussetyoutomo1506,UCDDEWLd8sp06G31G42_vMyw,Virus itu tercipta dari apa sih ??,1,virus itu tercipta dari apa sih,Neutral
sB7fSPbYFJg,UgyIx2GvQSddEe-zXnx4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgyIx2GvQSddEe-zXnx4AaABAg,@iniabaco,UCLOBTEcB3ucl_XJwfVSE1XQ,Ada yang nonton 2020?,0,ada yang nonton,Neutral
sB7fSPbYFJg,Ugy8wSuu1yWNVSs1KO54AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugy8wSuu1yWNVSs1KO54AaABAg,@nicolaarya7795,UCoU4D37BE-g-eTIBUwjqUQA,"Wkwkwkwk sekaget itukah kita dulu, tanggal 3 April 1 dolar as = 16,600 :v",6,wkwkwkwk sekaget itukah kita dulu tanggal april dolar as v,Neutral
sB7fSPbYFJg,Ugyyj-uGqapmP2llNMB4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugyyj-uGqapmP2llNMB4AaABAg,@faridhawami87,UCerbWuqgRt745l_25qC5--Q,2020 ada,0,ada,Neutral
sB7fSPbYFJg,Ugy2q9rDeGT4kOsy3H54AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugy2q9rDeGT4kOsy3H54AaABAg,@arifwicaksononugroho8468,UCclZZskQVpKdI5UVQyHx7GA,😭,0,,Neutral
sB7fSPbYFJg,UgygdR8VKZBHA__yTFl4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgygdR8VKZBHA__yTFl4AaABAg,@mpudogol467,UC75j_xLT06rfIjj7cI34vQg,Mensiplimikasi?? Pertanyaan saya bagaimana cara mencetak uang nya atau print main money??  Kalau video bossman mardigu jelas bagitahu nya..,0,mensiplimikasi pertanyaan saya bagaimana cara mencetak uang nya atau print main money kalau video bossman mardigu jelas bagitahu nya,Neutral
sB7fSPbYFJg,UgwHIbCzRqaiKUTy3ZV4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwHIbCzRqaiKUTy3ZV4AaABAg,@sarahangreni5362,UC4QIQ_2UNNVjNVtLhuS5nng,&quot;2020 ?&quot;,0,,Neutral
sB7fSPbYFJg,UgxYq9MB8w9UvRvM-2p4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxYq9MB8w9UvRvM-2p4AaABAg,@jhaly695,UCj2swpZNI0lA_jA_Nl2mcYw,Buang aja dolar...ga usah dipakai lgi....kita dbdhin Amerika sma org yg berkuasa selama kita masih bergantung dengan dolar Amerika....bank indonesia aja bkn milik Indonesia?,1,buang saja dolar tidak usah dipakai lgi kita dbdhin amerika sma org yang berkuasa selama kita masih bergantung dengan dolar amerika bank indonesia saja bkn milik indonesia,Neutral
sB7fSPbYFJg,UgyUvAmjsINSWDA1Yp54AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgyUvAmjsINSWDA1Yp54AaABAg,@ahmadfikri673,UC0IADB8nzEurDdnzqIYChLw,0,0,,Neutral
sB7fSPbYFJg,Ugybx_io7TUVz4TKkZJ4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugybx_io7TUVz4TKkZJ4AaABAg,@dindaarmainidinda5813,UC2bYMuAd3MMDaDiPvTOKLgg,Kenapa  harus negara as. Kok ndak cina. Semua tergantung pada dolar sekali2 rupe dong.,0,kenapa harus negara as kok ndak cina semua tergantung pada dolar sekali rupe dong,Neutral
sB7fSPbYFJg,UgzAKkH5OqP4e_Cd0Cd4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzAKkH5OqP4e_Cd0Cd4AaABAg,@bastianian9298,UCUkVvcwLI7qdwHf7ixG-LrQ,🇺🇸,0,,Neutral
sB7fSPbYFJg,UgwE9aPJqCKNTLTzrfV4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwE9aPJqCKNTLTzrfV4AaABAg,@reniramadhani1514,UCqSqqhuI5Zt9sJckRZkXWuA,"DI VIDEO KALI INI AKU MASIH KURANG NGERTI..BAHASA NYA MASIH BELUM AWAM..BAHASA EKONOMI, HARUS NYA DI TERJEMAHIN LAGI..<br>PADAHAL AKU PENGEN BANGET TAU KENAPA RUPIAH KITA KECIL DIMATA DUNIA..",0,di video kali ini aku masih kurang ngerti bahasa nya masih belum awam bahasa ekonomi harus nya di terjemahin lagi padahal aku pengen banget tau kenapa rupiah kita kecil dimata dunia,Neutral
sB7fSPbYFJg,UgwumPawUiAG6hCXr3d4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwumPawUiAG6hCXr3d4AaABAg,@nikencahyani9680,UCgviAxiSi47pmIay8IBx63g,👍,0,,Neutral
sB7fSPbYFJg,UgzuNQFBlDtbTT5RaOB4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzuNQFBlDtbTT5RaOB4AaABAg,@jjssin7113,UCKs1zZaHa7vbS-J4nQPYP9g,"sebentar lagi china juga bakal ngelakuin hal yg sama seperti us,<br>investasi besar2an ke indonesia<br>setelah proyek jalan<br>take profit,cut off dana dari pusat<br>yuan jadi langka hmmm<br>:v",0,sebentar lagi china juga bakal ngelakuin hal yang sama seperti us investasi besar an ke indonesia setelah proyek jalan take profit cut off dana dari pusat yuan jadi langka hmmm v,Neutral
sB7fSPbYFJg,Ugyy2iAbMjbbfI8Kj7V4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugyy2iAbMjbbfI8Kj7V4AaABAg,@alfiranurjannah7996,UCSJhu2YlosdLdvmRSQtT9jg,"Saya mau tanya, bener ga kalo naiknya nilai rupiah itu akan mengakibatkan terdorongnya ekspor? Atau tidak ada pengaruh sama sekali dengan impor &amp; ekspor ? Soalnya kurang mengerti dengan materi yang diberi di sekolah 🙏",2,saya mau tanya bener tidak kalo naiknya nilai rupiah itu akan mengakibatkan terdorongnya ekspor atau tidak ada pengaruh sama sekali dengan impor ekspor soalnya kurang mengerti dengan materi yang diberi di sekolah,Neutral
sB7fSPbYFJg,Ugxpkiy69CuB6rp1wZd4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugxpkiy69CuB6rp1wZd4AaABAg,@fitrirahmasari,UCEbGblXYukMTdiu9ucO-6Nw,Kalok uang Rp naik seperti as,0,kalok uang rp naik seperti as,Neutral
sB7fSPbYFJg,Ugzg8TirCsZZr9V1fx14AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugzg8TirCsZZr9V1fx14AaABAg,@fitrirahmasari,UCEbGblXYukMTdiu9ucO-6Nw,Apa yang terjadi matahari ada dua,0,apa yang terjadi matahari ada dua,Neutral
sB7fSPbYFJg,UgxkSWoC1_TZzwthYJ14AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgxkSWoC1_TZzwthYJ14AaABAg,@yantohariyanto8826,UC4gQt3dbFh0Bvog-ANy7mgg,Apa,0,apa,Neutral
sB7fSPbYFJg,UgznEnfLUWMRfytkrCh4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgznEnfLUWMRfytkrCh4AaABAg,@muhammadfaisalyusuf4000,UCasQcuHnZsHyWTWzLtfxBww,Bukan suntikan dana . Tapi di suru hutang .,0,bukan suntikan dana tapi di suru hutang,Neutral
sB7fSPbYFJg,Ugz_3e4L0E7sUoZ6_Fd4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugz_3e4L0E7sUoZ6_Fd4AaABAg,@ganggaaristanto890,UCbZXUQTJZkisGbhkRxYVI8w,kita gak bisa apa buat kebijakan juga?,0,kita tidak bisa apa buat kebijakan juga,Neutral
sB7fSPbYFJg,UgwplimTHBrPFkGQsXZ4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgwplimTHBrPFkGQsXZ4AaABAg,@hasanuddin.borneo2762,UCKel1rHgSmCGWnIK27516qA,Makanya dollar jangan di pakai untuk bisnis...kecuali sama amerika,0,makanya dollar jangan di pakai untuk bisnis kecuali sama amerika,Neutral
sB7fSPbYFJg,UgzOEyrWZBNelkCqjHZ4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=UgzOEyrWZBNelkCqjHZ4AaABAg,@chanelr2r339,UCO2ElXHs1IdmzWHUZ4FXgiQ,Para mafia di indonesia jg mempunyai peranan penting. Membuat indonesia merugi.<br>Sukanya import melulu.,4,para mafia di indonesia jg mempunyai peranan penting membuat indonesia merugi sukanya import melulu,Neutral
sB7fSPbYFJg,Ugz1TBG7D-8U9go1ERp4AaABAg,https://www.youtube.com/watch?v=sB7fSPbYFJg&lc=Ugz1TBG7D-8U9go1ERp4AaABAg,@NaufalHidayat,UCDtKHd3wV8q8TfHDPb9vNSg,"Kenapa kok amerika, kenapa bukan jepang? China? Atau yg lainnya?",0,kenapa kok amerika kenapa bukan jepang china atau yang lainnya,Neutral
