Comment ID,Comment Link,Commenter Name,Commenter ID,Comment,Likes,Cleaned Comment,Sentiment,Confidence Score
Ugw2Vy_aqiinwezgsqF4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugw2Vy_aqiinwezgsqF4AaABAg,@MutakomunarjoMutako,UCIGUTxuMl_WMfGY9rMM55Kw,Mbg  stop    desain  politik  2029    pasti  lari  ke  situ      aku  dah  bisa  baca,0,Mbg stop desain politik 2029 pasti lari ke situ aku dah bisa baca,negative,0.8751363158226013
UgwPXvSnfZ_KYYy5aWV4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwPXvSnfZ_KYYy5aWV4AaABAg,@MutakomunarjoMutako,UCIGUTxuMl_WMfGY9rMM55Kw,Presiden    stop  pidatonya    bikin      kontra   ank  tk        menasehati  prabowo      taru  dimana    muka  nya    pikir  dong,0,Presiden stop pidatonya bikin kontra ank tk menasehati prabowo taru dimana muka nya pikir dong,negative,0.9047661423683167
UgzgYTqnRYnEPF1BVtR4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzgYTqnRYnEPF1BVtR4AaABAg,@yasintussawur,UCnknFVxAOc-4WlcLbWyY4RA,Kau tidak melihat penderitaan masyarakat,0,Kau tidak melihat penderitaan masyarakat,negative,0.6725779175758362
UgwyQLgR8eTuBrzLyMJ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwyQLgR8eTuBrzLyMJ4AaABAg,@croPet-j1y,UCeaNh4Ojq4BPDKHyjBOJwOw,Undurkan prabowwboleh hr ni,0,Undurkan prabowwboleh hr ni,neutral,0.912908136844635
UgwtFvR-OfuTt2GMfld4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwtFvR-OfuTt2GMfld4AaABAg,@shohabetane1342,UCTEWOycZ3nfMRwCyzg2QIXQ,Yang dengerin vidio ini dari awal sampe akhir.pasti setuju,2,Yang dengerin vidio ini dari awal sampe akhir.pasti setuju,positive,0.9054870009422302
Ugx1X8ljENJqQv4XZdJ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugx1X8ljENJqQv4XZdJ4AaABAg,@nyomankawan8564,UCsVSocyGTIIHhEZzVH76aeg,Halo pak GEMA OENDIDIKAN LEBIH PENTING DARI PADA MBG,0,Halo pak GEMA OENDIDIKAN LEBIH PENTING DARI PADA MBG,negative,0.8502546548843384
Ugxa1Y2AaejcQtP79Q94AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugxa1Y2AaejcQtP79Q94AaABAg,@BuemiEmy,UCRng3kW5lAGMr6mC4Dsc2bw,Pak presiden yg terhormat.dana pendidikan diserap MBG....waktu jam belajar...terganggu dg mbg tdk fokus.jd mending dibubarkan.krn merusak wkt belajat.,0,Pak presiden yg terhormat.dana pendidikan diserap MBG....waktu jam belajar...terganggu dg mbg tdk fokus.jd mending dibubarkan.krn merusak wkt belajat.,negative,0.9983073472976685
UgzOgHcOPVyc6PNwp-B4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzOgHcOPVyc6PNwp-B4AaABAg,@suradisuyud,UCGCB8YxXHp4jrq4mqUNX-Dg,Mikir pake otak..... Urus negara.... Gampang.... Tapi ojo maling maling maling......?,0,Mikir pake otak..... Urus negara.... Gampang.... Tapi ojo maling maling maling......?,negative,0.9993630051612854
UgwV8MBHKIJI0KNHdiZ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwV8MBHKIJI0KNHdiZ4AaABAg,@amaldigi-com,UCRwjsmMhq4ZTxCIt-W40Z1Q,"MBG adalah program yang baik, tetapi keberhasilannya tidak ditentukan oleh besarnya anggaran yang berputar setiap hari, melainkan oleh kualitas tata kelola dari hulu hingga hilir.<br><br>Prioritas utama seharusnya memastikan rantai pasok berjalan sehat dan transparan sehingga manfaat ekonomi benar-benar diterima oleh petani, peternak, dan masyarakat desa. Koperasi Merah Putih perlu diperkuat agar menjadi solusi pemotongan rantai distribusi, bukan justru melahirkan perantara atau &quot;tengkulak baru&quot; yang lebih terorganisir.<br><br>Di sisi operasional, pemilihan mitra SPPG, pengadaan bahan baku, dan proses distribusi harus diawasi secara ketat agar program berjalan efektif tanpa mengganggu kegiatan belajar mengajar.<br><br>Pada akhirnya, keberhasilan MBG seharusnya diukur bukan hanya dari besarnya aktivitas ekonomi atau kontribusinya terhadap GDP, tetapi dari peningkatan kesejahteraan nyata yang dirasakan oleh petani, peternak, sekolah, dan masyarakat lokal.",0,"MBG adalah program yang baik, tetapi keberhasilannya tidak ditentukan oleh besarnya anggaran yang berputar setiap hari, melainkan oleh kualitas tata kelola dari hulu hingga hilir. Prioritas utama seharusnya memastikan rantai pasok berjalan sehat dan transparan sehingga manfaat ekonomi benar-benar diterima oleh petani, peternak, dan masyarakat desa. Koperasi Merah Putih perlu diperkuat agar menjadi solusi pemotongan rantai distribusi, bukan justru melahirkan perantara atau &quot;tengkulak baru&quot; yang lebih terorganisir. Di sisi operasional, pemilihan mitra SPPG, pengadaan bahan baku, dan proses distribusi harus diawasi secara ketat agar program berjalan efektif tanpa mengganggu kegiatan belajar mengajar. Pada akhirnya, keberhasilan MBG seharusnya diukur bukan hanya dari besarnya aktivitas ekonomi atau kontribusinya terhadap GDP, tetapi dari peningkatan kesejahteraan nyata yang dirasakan oleh petani, peternak, sekolah, dan masyarakat lokal.",positive,0.8623575568199158
Ugz6TTpLGNPyplNb7394AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugz6TTpLGNPyplNb7394AaABAg,@suradisuyud,UCGCB8YxXHp4jrq4mqUNX-Dg,Urusan... Perut jadi tai kok di banggakan.... Dasar hanya akal akalan utk maling.... Maling.... Maling.....?,0,Urusan... Perut jadi tai kok di banggakan.... Dasar hanya akal akalan utk maling.... Maling.... Maling.....?,negative,0.999510645866394
UgzmfK1XoeTKkpenEMV4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzmfK1XoeTKkpenEMV4AaABAg,@MusLimin-e6h,UCro8YvSXCXO32ouxstSRWLQ,"Pantes yg namanya orang tua ngasih makan anaknya.lagian uang yg dikasihkan milik rakyat kembali kerakyat ...wajar dan waras sekali, pemerintahan republik kok.",0,"Pantes yg namanya orang tua ngasih makan anaknya.lagian uang yg dikasihkan milik rakyat kembali kerakyat ...wajar dan waras sekali, pemerintahan republik kok.",negative,0.9357374906539917
UgwepAo1aK_8hgZx7XN4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwepAo1aK_8hgZx7XN4AaABAg,@SanggakSanggak-y8b,UCuUIwaD_sPqXyGvXwoFzyXw,MBG yang miring kuras habis biar kan mbg yangpositip cipta kangenerasi emas 2045 berjalan peng halang sing Kir kan,0,MBG yang miring kuras habis biar kan mbg yangpositip cipta kangenerasi emas 2045 berjalan peng halang sing Kir kan,negative,0.892734169960022
UgzvgNxUQCiw6GyHJbx4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzvgNxUQCiw6GyHJbx4AaABAg,@sotarsimbolon4062,UC31Px8WCmdwAeAGtTYnqCpw,"Kelemahan terbesar indonesia, adalah terlalu fokus investasi untuk usaha padat modal dan padat teknologi. Lupa penciptaan lapangan kerja  melalui usaha padat karya. Dan berakibat bonus demografi berupa jumlah angkatan kerja muda menjadi menganggur.",0,"Kelemahan terbesar indonesia, adalah terlalu fokus investasi untuk usaha padat modal dan padat teknologi. Lupa penciptaan lapangan kerja melalui usaha padat karya. Dan berakibat bonus demografi berupa jumlah angkatan kerja muda menjadi menganggur.",negative,0.9568294286727905
UgyLI4qx3e7_o84potZ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyLI4qx3e7_o84potZ4AaABAg,@ranzdxt,UCAJwr9CV_UjGM-SvXkB_ZKw,"Saran saya itu lansung di sekolah nya masak,lansung di hidangkan di tempat jadi makanan hangat lauk masih panas,itu saran saya sebelum MBG di mulai.",1,"Saran saya itu lansung di sekolah nya masak,lansung di hidangkan di tempat jadi makanan hangat lauk masih panas,itu saran saya sebelum MBG di mulai.",positive,0.9567453265190125
Ugx8zbOfw34AM8h8jtF4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugx8zbOfw34AM8h8jtF4AaABAg,@pak_oha0628,UCaXJ2RMEleLSbSw-H_7f5HA,"ADA YANG DI *rugi*KAN So PASTIE ADA YANG DI*UNTUNG*KAN , , ,",0,"ADA YANG DI *rugi*KAN So PASTIE ADA YANG DI*UNTUNG*KAN , , ,",positive,0.4571897089481354
UgycEvp4XSaGMpmxGjJ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgycEvp4XSaGMpmxGjJ4AaABAg,@SaepulAnwar-h2r,UCiav5mk9oqP8dLe54QNFq8A,"Kalau di sayamh gak ada tuh petani dan UMKM terlibat,",0,"Kalau di sayamh gak ada tuh petani dan UMKM terlibat,",negative,0.9289093613624573
Ugxb6XdWEvsSk8eHSqJ4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugxb6XdWEvsSk8eHSqJ4AaABAg,@leochandra3086,UC5lBpeq679k3rUwSqhyMgTg,tonton video apapun dari awal hingga akhir. ini sama bagusnya dengan video guru gembul dan bennix dan felix siauw. konten mereka semua bagus.,0,tonton video apapun dari awal hingga akhir. ini sama bagusnya dengan video guru gembul dan bennix dan felix siauw. konten mereka semua bagus.,positive,0.9967482089996338
UgxFmf7C95OK0ggrEpt4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgxFmf7C95OK0ggrEpt4AaABAg,@BambangPurboyo-w6x,UCM_gviiJmCUzYt-4yB9-w7Q,"Sosok seperti Prof. Gema ini pencerah Negri Peetiwi.<br>Sangat Pantas jadi Pejabat tinggi Ekonom, BPS, dll 👍",1,"Sosok seperti Prof. Gema ini pencerah Negri Peetiwi. Sangat Pantas jadi Pejabat tinggi Ekonom, BPS, dll 👍",positive,0.9887211918830872
Ugw9Kkpjz7o64PDiMLx4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugw9Kkpjz7o64PDiMLx4AaABAg,@sotarsimbolon4062,UC31Px8WCmdwAeAGtTYnqCpw,Bahayanya gali lubang disaat ekonomi/moneter sedang terancam.MBG ITU MENJADI ANCAMAN KRISIS EKONOMI. BELUM LAGI KEHARUSAN MENCICIL UTANG YG BENGKAK.,0,Bahayanya gali lubang disaat ekonomi/moneter sedang terancam.MBG ITU MENJADI ANCAMAN KRISIS EKONOMI. BELUM LAGI KEHARUSAN MENCICIL UTANG YG BENGKAK.,negative,0.9927809834480286
UgzHGvzwnLY5XwkcXEB4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzHGvzwnLY5XwkcXEB4AaABAg,@leochandra3086,UC5lBpeq679k3rUwSqhyMgTg,artinya pemimpin nomor satu kita letoy? tidak tegas? letakkan kepala yang lurus maka badan dan ekor akan mengikutinya.,0,artinya pemimpin nomor satu kita letoy? tidak tegas? letakkan kepala yang lurus maka badan dan ekor akan mengikutinya.,negative,0.9868252873420715
Ugznpnlsr2x27czcrfV4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugznpnlsr2x27czcrfV4AaABAg,@sotarsimbolon4062,UC31Px8WCmdwAeAGtTYnqCpw,"Toh akan dibelanjakan juga. Jika menyangkut dengan surplus beras, bukan kah kelebihan beras itu BISA DIEKSPOR ?",0,"Toh akan dibelanjakan juga. Jika menyangkut dengan surplus beras, bukan kah kelebihan beras itu BISA DIEKSPOR ?",negative,0.9171580076217651
UgzKP2TrTADYL7_asUF4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzKP2TrTADYL7_asUF4AaABAg,@sotarsimbolon4062,UC31Px8WCmdwAeAGtTYnqCpw,MBG UNTUK MENGALIRKAN UANG KE PETANI ? ANEH.! BUKANKAH JIKA UANG MBG LANGSUNG DIBAGIKAN KE ORANG TUA OTO PENGIDAP STUNTING AKAN LEBIH EFEKTIF TANPA BGN ???,0,MBG UNTUK MENGALIRKAN UANG KE PETANI ? ANEH.! BUKANKAH JIKA UANG MBG LANGSUNG DIBAGIKAN KE ORANG TUA OTO PENGIDAP STUNTING AKAN LEBIH EFEKTIF TANPA BGN ???,negative,0.9932219982147217
UgzUDhlpoutN2kXaSQt4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzUDhlpoutN2kXaSQt4AaABAg,@Kucingjalanan12,UC_3X4mCEYU4cZ6bjGMrxP5Q,"Alasan Percepatan BGN dalam mengalokasikan Program adalah<br><br><br>• Ladang Mark Up (Korupsi)<br>• Gak perlu orang kompeten yang penting jalan, Terbukti dari leader yang di tunjuk BGN hanya pelatihan 3 bulan<br>• Manajamen &amp; struktur BGN yang bobrok dalam mengatur sppg<br>• Menimbulkan bencana akibat limbah plastik yang over kapasitas.<br>• Rekrutmen orang sekitar yang tidak pengalaman menimbulkan KLB.",0,"Alasan Percepatan BGN dalam mengalokasikan Program adalah • Ladang Mark Up (Korupsi) • Gak perlu orang kompeten yang penting jalan, Terbukti dari leader yang di tunjuk BGN hanya pelatihan 3 bulan • Manajamen &amp; struktur BGN yang bobrok dalam mengatur sppg • Menimbulkan bencana akibat limbah plastik yang over kapasitas. • Rekrutmen orang sekitar yang tidak pengalaman menimbulkan KLB.",negative,0.9943156838417053
Ugwgx2x6izOht0ZYy854AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugwgx2x6izOht0ZYy854AaABAg,@Lone-WF,UCgq-mX_XxU3sk-qS3-QvvJw,harusnya tiap sppg disodorin senpi aja dikepala mereka sama kopassus,0,harusnya tiap sppg disodorin senpi aja dikepala mereka sama kopassus,negative,0.9157119393348694
UgzqgEswSZaxVkBA3P54AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzqgEswSZaxVkBA3P54AaABAg,@Lone-WF,UCgq-mX_XxU3sk-qS3-QvvJw,Mr. P ini gengsi kalo MBG dibatalkan wkwk,0,Mr. P ini gengsi kalo MBG dibatalkan wkwk,negative,0.9905057549476624
UgzGM_Y8-2N54l13WCd4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzGM_Y8-2N54l13WCd4AaABAg,@Fun_day_with_Ceisya,UCXR_TGMKSKC8fVAux_kUSnA,"Kalau penerima MBG hanya ke orang menengah kebawah yang harus dipikirkan dampak mental anak, coba anak yang lain dapat MBG anak saya tidak mungkin akan berakibat anak gak mau sekolah karna ada timbang pilih di sekolah , itu untuk anak SD kebawah. Terus data orang miskin dan mampu kenyataanya tidak sama dengan keadaan sebenarnya. Seperti saya hidup serba pas2an tapi data di pemerintah termasuk orang kaya densil tinggi. Nah mungkin itu juga harus dipikirkan solusinya",0,"Kalau penerima MBG hanya ke orang menengah kebawah yang harus dipikirkan dampak mental anak, coba anak yang lain dapat MBG anak saya tidak mungkin akan berakibat anak gak mau sekolah karna ada timbang pilih di sekolah , itu untuk anak SD kebawah. Terus data orang miskin dan mampu kenyataanya tidak sama dengan keadaan sebenarnya. Seperti saya hidup serba pas2an tapi data di pemerintah termasuk orang kaya densil tinggi. Nah mungkin itu juga harus dipikirkan solusinya",negative,0.9985349178314209
UgzD7cd4DGf4Bdibfv94AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzD7cd4DGf4Bdibfv94AaABAg,@EdiKustaman-zo5ks,UCCySMzIlKPsl3CH2lsNAHvg,Dan pendemo mahasiswa duduk bersama sampaikan aspirasi...negara jga beri penjelasan gtu dong,0,Dan pendemo mahasiswa duduk bersama sampaikan aspirasi...negara jga beri penjelasan gtu dong,negative,0.788614809513092
UgxA_NSErUY5Nb0PPQV4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgxA_NSErUY5Nb0PPQV4AaABAg,@EdiKustaman-zo5ks,UCCySMzIlKPsl3CH2lsNAHvg,Klo mbg di pertahankan berarti negara tak mendengar rakyat...hrusnya presiden beri penjelasan klo mbg di pertahankan .bgtu dong,0,Klo mbg di pertahankan berarti negara tak mendengar rakyat...hrusnya presiden beri penjelasan klo mbg di pertahankan .bgtu dong,negative,0.997241735458374
UgzxrmOuhNuIHJWu8iV4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzxrmOuhNuIHJWu8iV4AaABAg,@frankynatawigena1965,UCXSgfI9jlkObIK2o1fPGIsg,"Pola yg selalu berulang: buat kebijakan jahat, siapkan propaganda utk membungkus nya dgn kebaikan, fitnah para penentang sbg antek asing dan Aseng, geber habis2an (selama masih ada waktu)... MBG, KDMP, plus Danantara adalah kebijakan &quot;serigala berbaju domba&quot; tdk kurang dari itu !!!",0,"Pola yg selalu berulang: buat kebijakan jahat, siapkan propaganda utk membungkus nya dgn kebaikan, fitnah para penentang sbg antek asing dan Aseng, geber habis2an (selama masih ada waktu)... MBG, KDMP, plus Danantara adalah kebijakan &quot;serigala berbaju domba&quot; tdk kurang dari itu !!!",negative,0.9919122457504272
UgyHWwyzSkC6LZSL1MV4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyHWwyzSkC6LZSL1MV4AaABAg,@dasrimsyahrudin1755,UChz6t30AWkvRdHOmzHF76ew,Kalo di daerah saya ASN seperti guru guru dpt juga mbg,0,Kalo di daerah saya ASN seperti guru guru dpt juga mbg,neutral,0.8377125263214111
UgziLlx7GyqZH_TIBbx4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgziLlx7GyqZH_TIBbx4AaABAg,@AdityaOktavian-h5q,UC7m8lybKR5TfML4TjJo-TLQ,🥱,0,🥱,negative,0.5513778328895569
Ugyh5ZSBgz3YorsnKkl4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugyh5ZSBgz3YorsnKkl4AaABAg,@MasLor-q4b,UC-pHZZbicRdyZrCKvCi0Bhg,"MBG ,manuver bapak Gibran _2029 ank jadi RI 1 ,,,,sonto,,,,,,loyo",0,"MBG ,manuver bapak Gibran _2029 ank jadi RI 1 ,,,,sonto,,,,,,loyo",neutral,0.9824205636978149
UgyzExzbpvamJC7I-PR4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyzExzbpvamJC7I-PR4AaABAg,@rohanasiregar6905,UCq_VIe5fqOZLoVFMg6saXhg,Mbg lebih bagus di tutup,0,Mbg lebih bagus di tutup,positive,0.7850019931793213
UgyVtzTOB7VmxBgdcfx4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyVtzTOB7VmxBgdcfx4AaABAg,@jtssibarani8127,UC2VzVV1WqbEaYSFdTsEWeqA,"saya setuju sekali dengan MBG dari segala ASPEK tapi harus pilah pilih, janganlah diberikan pada anak dikota besar karena mereka diantar sekolah oleh ortunya pakai motor NMAX, kalau ada anak kurang gizi tapi diantar sekolah pakai motor NMAX ini adalah kedunguan orang Indo yang paling akut yg lebih mementingkan motor NMAX dari pada beli susu, daging, telur untuk makan anaknya.",0,"saya setuju sekali dengan MBG dari segala ASPEK tapi harus pilah pilih, janganlah diberikan pada anak dikota besar karena mereka diantar sekolah oleh ortunya pakai motor NMAX, kalau ada anak kurang gizi tapi diantar sekolah pakai motor NMAX ini adalah kedunguan orang Indo yang paling akut yg lebih mementingkan motor NMAX dari pada beli susu, daging, telur untuk makan anaknya.",negative,0.995013415813446
UgxDCvioFHAqwWora-B4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgxDCvioFHAqwWora-B4AaABAg,@Sugihartini-1962,UC4wrxG4u1aaUuueuvDMyLnw,MBG SARANG KOROPSI  GANGGU PELAJARAN PEDANGGANG SSH   APBN TERKURAS  SLM ADA MBG  KEHIDUPAN SSH  RAKYAT GAK BUTUH MBG,0,MBG SARANG KOROPSI GANGGU PELAJARAN PEDANGGANG SSH APBN TERKURAS SLM ADA MBG KEHIDUPAN SSH RAKYAT GAK BUTUH MBG,negative,0.9949349761009216
UgzSixohfMLb0pXvwKl4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzSixohfMLb0pXvwKl4AaABAg,@jaryotob,UCmWyJY7jsfY_Z7DjNPUc_8Q,Ini namanya saran dan masukan yg positif pake data bukan pake otot marah2 maki2 goblok2in presiden kyak pinter2 sendiri....mantap bos gema,0,Ini namanya saran dan masukan yg positif pake data bukan pake otot marah2 maki2 goblok2in presiden kyak pinter2 sendiri....mantap bos gema,positive,0.9718084931373596
Ugz41PnCFKcLqbeqR614AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugz41PnCFKcLqbeqR614AaABAg,@Wahyudin-v4f1o,UCMNmxI47BlftEKELbw4Qk0A,"Belajarlah cara MBG ke Jepang dan china, jangan jepang dan china yg di suruh belajar ke kita jadi malu akhirnya karena MBG kita amburadul kacau balau korupsinya sudah akut",0,"Belajarlah cara MBG ke Jepang dan china, jangan jepang dan china yg di suruh belajar ke kita jadi malu akhirnya karena MBG kita amburadul kacau balau korupsinya sudah akut",negative,0.999334990978241
UgyErJiNNJsWb8Ugjj94AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyErJiNNJsWb8Ugjj94AaABAg,@ibnupramono1649,UC5KuqeU5R-Ff254G1Mxmc6Q,saya sebagai internal auditor masalah tata kelola MBG harus tim pengawas operasional MBG supaya tdk ada penyimpangan,0,saya sebagai internal auditor masalah tata kelola MBG harus tim pengawas operasional MBG supaya tdk ada penyimpangan,neutral,0.9912915825843811
UgwqYjZFuxqUeeIOLvp4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwqYjZFuxqUeeIOLvp4AaABAg,@arfanSell,UCF1OZAyuVm1Y5SCz2o7rMMA,Yg ga daoet sekolah MBG ada 47 persen.. Ga di bahas.. Ini di buat fiktif atau emang lul ada vendor,0,Yg ga daoet sekolah MBG ada 47 persen.. Ga di bahas.. Ini di buat fiktif atau emang lul ada vendor,negative,0.9953930377960205
UgzOb1ljA44e9D6OH0d4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgzOb1ljA44e9D6OH0d4AaABAg,@dyaputripuput,UCOOACxGiVTz5NVfU9aGpGPw,MBG justru memupuk koruptor aja. justru bikin ribet. anak anak  tetap jajan krn tak memenuhi syarat untuk anak,0,MBG justru memupuk koruptor aja. justru bikin ribet. anak anak tetap jajan krn tak memenuhi syarat untuk anak,negative,0.9988148212432861
Ugzd1C7kXhwoXuswJpR4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugzd1C7kXhwoXuswJpR4AaABAg,@jibrilagung,UC0iPoHo2mOgd0XqtzX-aF1Q,"tau gojek?, dulu karya anak bangsa, sekarang milik siapa ?, nah MBG itu program global juga, pada akhirnya asing yg punya",0,"tau gojek?, dulu karya anak bangsa, sekarang milik siapa ?, nah MBG itu program global juga, pada akhirnya asing yg punya",negative,0.9450361728668213
UgxBhvF9BGvj4MktaFN4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgxBhvF9BGvj4MktaFN4AaABAg,@RusdiElektro-m6x,UCL3kgxsqAxy0rNxYbbe5vGg,Yang di butuhkan sekolah gratis <br>MBG kepunyaan anak saya jarang mau makan,0,Yang di butuhkan sekolah gratis MBG kepunyaan anak saya jarang mau makan,negative,0.9329828023910522
UgwJBqu3neswZyGcID14AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgwJBqu3neswZyGcID14AaABAg,@mitraprayitno,UCSNS33ZHSPpPVqm_T76WSXg,Intinya kirang konten dan saweran liat KDM dia berhasil.,0,Intinya kirang konten dan saweran liat KDM dia berhasil.,positive,0.8223272562026978
Ugy1XQwBnBkXkiQeNx94AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugy1XQwBnBkXkiQeNx94AaABAg,@fransyosep,UCJfRIdF7ginR1NMvko3uwAQ,"Analisa y harus menyeluruh donk prof:<br>1. &quot;siapapun pemilik sppg bakal hire masyarakat&quot; : y gak boleh gt donk... klu pemilik SPPG nya polri dan TNI apa itu namanya buka lapangan kerja? jadi 1,28 jt lapangan kerja itu gak bner hitungannya...<br>2. Dampak MBG terhadap umkm yg sudah ada dibahas juga buat perbandingan.<br>3. bahas juga sebaran SPPG skrg dimana saja, pemiliknya siapa saja? apakah benar yg menikmati itu masyarakat?<br>tiga point krusial tp gak dibahas divideo tersebut....",0,"Analisa y harus menyeluruh donk prof: 1. &quot;siapapun pemilik sppg bakal hire masyarakat&quot; : y gak boleh gt donk... klu pemilik SPPG nya polri dan TNI apa itu namanya buka lapangan kerja? jadi 1,28 jt lapangan kerja itu gak bner hitungannya... 2. Dampak MBG terhadap umkm yg sudah ada dibahas juga buat perbandingan. 3. bahas juga sebaran SPPG skrg dimana saja, pemiliknya siapa saja? apakah benar yg menikmati itu masyarakat? tiga point krusial tp gak dibahas divideo tersebut....",negative,0.9880300164222717
Ugw4FWGqdLuWr6NYjat4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugw4FWGqdLuWr6NYjat4AaABAg,@YunSp-z1y,UC3q5cpiIodcfPzpoxYGD09Q,"Setuju dilanjutkan MBG,",0,"Setuju dilanjutkan MBG,",negative,0.9115773439407349
UgyGPdBEErIfc4kVEjB4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgyGPdBEErIfc4kVEjB4AaABAg,@baztianzamzami5625,UCx3f4wDfqavVTKeO40vaVZg,"Nasrasi mahasiswa kurang mengerti tentang mbg saya setuju prof,,<br>Demo titipan atau ikut ikutan demo.",0,"Nasrasi mahasiswa kurang mengerti tentang mbg saya setuju prof,, Demo titipan atau ikut ikutan demo.",negative,0.9968825578689575
Ugwh4D9aN25y7KBzAWN4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=Ugwh4D9aN25y7KBzAWN4AaABAg,@Redminoteeight-t6n,UCvQQkREw5nXH3QIMHo5ZnFg,"Dapur MBG Gak boleh Profit, ini Pekerjaan Sosial, 18 Bulan dengan skema spt awal maka akan balik modal, sumber pembelian MBG adalah dari Koperasi, koperasi nya buatan dari mitra , nah ini mitra ambil dari bahan pokok, lihat lagi MBG diperlukan diberapa tempat yang membuat proposal membutuhkan dan harus transparansi, nah itu bisa india, di kita kan harus bangun infrastruktur, anda hanya theory lihat dari sisi auditnya, Dana Kas yang ada disetiap dapur berapa tuh, transparansi, yayasannya harusnya yang sosial bukan profit",0,"Dapur MBG Gak boleh Profit, ini Pekerjaan Sosial, 18 Bulan dengan skema spt awal maka akan balik modal, sumber pembelian MBG adalah dari Koperasi, koperasi nya buatan dari mitra , nah ini mitra ambil dari bahan pokok, lihat lagi MBG diperlukan diberapa tempat yang membuat proposal membutuhkan dan harus transparansi, nah itu bisa india, di kita kan harus bangun infrastruktur, anda hanya theory lihat dari sisi auditnya, Dana Kas yang ada disetiap dapur berapa tuh, transparansi, yayasannya harusnya yang sosial bukan profit",negative,0.8564900159835815
UgySvbcF5UEmGdieNRt4AaABAg,https://www.youtube.com/watch?v=SVI8xheP-j4&lc=UgySvbcF5UEmGdieNRt4AaABAg,@PrastiawanAt,UChA_bZ0cmLU3FS4SrofS6eA,"sampai berbusa pun jelasin, menu yg disajikan cuma tahu kecap😅.<br>kalau dapur yg punyanya perorangan jatuhnya bisnis. mau mereka rugi? <br>udah deh MBG ini udah salah format😅",0,"sampai berbusa pun jelasin, menu yg disajikan cuma tahu kecap😅. kalau dapur yg punyanya perorangan jatuhnya bisnis. mau mereka rugi? udah deh MBG ini udah salah format😅",negative,0.9851487874984741
